name,school,subschool,descriptor,spell_level,Sorcerer,Wizard,Cleric,Druid,Ranger,Bard,Paladin,Alchemist,Summoner,Witch,Inquisitor,Oracle,Antipaladin,Magus,Adept,Bloodrager,Shaman,Psychic,Medium,Mesmerist,Occultist,Spiritualist,Skald,Investigator,Hunter,SLA_Level,domain,acid,air,chaotic,cold,curse,darkness,death,disease,earth,electricity,emotion,evil,fear,fire,force,good,language_dependent,lawful,light,mind_affecting,pain,poison,shadow,sonic,water
Summon Monster III,Conjuration,summoning,,"bard 3, cleric/oracle 3, sorcerer/wizard 3, witch 3, antipaladin 3, psychic 3, spiritualist 3",3,3,3,NULL,NULL,3,NULL,NULL,NULL,3,NULL,3,3,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,3,NULL,NULL,NULL,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summon Monster IV,Conjuration,summoning,,"bard 4, cleric/oracle 4, sorcerer/wizard 4, summoner/unchained summoner 3, witch 4, antipaladin 4, psychic 4, spiritualist 4, medium 3",4,4,4,NULL,NULL,4,NULL,NULL,3,4,NULL,4,4,NULL,NULL,NULL,NULL,4,3,NULL,NULL,4,NULL,NULL,NULL,4,Dark Tapestry (5),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summon Monster V,Conjuration,summoning,,"bard 5, cleric/oracle 5, sorcerer/wizard 5, summoner/unchained summoner 4, witch 5, psychic 5, spiritualist 5, medium 4",5,5,5,NULL,NULL,5,NULL,NULL,4,5,NULL,5,NULL,NULL,NULL,NULL,NULL,5,4,NULL,NULL,5,NULL,NULL,NULL,5,Darkness (5),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summon Monster VI,Conjuration,summoning,,"bard 6, cleric/oracle 6, sorcerer/wizard 6, witch 6, psychic 6, spiritualist 6, unchained summoner 5",6,6,6,NULL,NULL,6,NULL,NULL,NULL,6,NULL,6,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,6,NULL,NULL,NULL,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summon Monster VIII,Conjuration,summoning,,"cleric/oracle 8, sorcerer/wizard 8, witch 8, summoner/unchained summoner 6, psychic 8",8,8,8,NULL,NULL,NULL,NULL,NULL,6,8,NULL,8,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summon Monster VII,Conjuration,summoning,,"cleric/oracle 7, sorcerer/wizard 7, summoner 5, witch 7, psychic 7, unchained summoner 6",7,7,7,NULL,NULL,NULL,NULL,NULL,5,7,NULL,7,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summon Monster IX,Conjuration,summoning,,"cleric/oracle 9, sorcerer/wizard 9, witch 9, psychic 9",9,9,9,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,9,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,"Chaos (9), Evil (9), Good (9), Law (9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summon Nature's Ally I,Conjuration,summoning,,"druid 1, ranger 1",NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summon Nature's Ally II,Conjuration,summoning,,"druid 2, ranger 2",NULL,NULL,NULL,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summon Nature's Ally III,Conjuration,summoning,see text,"druid 3, ranger 3",NULL,NULL,NULL,3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summon Nature's Ally IV,Conjuration,summoning,see text,"druid 4, ranger 4",NULL,NULL,NULL,4,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,4,"Animal (4), Saurian (4)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summon Nature's Ally V,Conjuration,summoning,see text,druid 5,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summon Nature's Ally VI,Conjuration,summoning,see text,druid 6,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summon Nature's Ally VII,Conjuration,summoning,see text,druid 7,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,Saurian (7),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summon Nature's Ally VIII,Conjuration,summoning,see text,druid 8,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,Animal (8),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summon Nature's Ally IX,Conjuration,summoning,see text,druid 9,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summon Swarm,Conjuration,summoning,,"bard 2, druid 2, sorcerer/wizard 2, summoner/unchained summoner 2, witch 2, shaman 2",2,2,NULL,2,NULL,2,NULL,NULL,2,2,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunbeam,Evocation,,light,"druid 7, shaman 7",NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,"Sun (7), Stars (7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sunburst,Evocation,,light,"druid 8, sorcerer/wizard 8, shaman 8",8,8,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,"Seasons (8), Sun (8)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Symbol of Death,Necromancy,,death,"cleric/oracle 8, sorcerer/wizard 8, witch 8, occultist 6",8,8,8,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,8,Rune (8),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Symbol of Fear,Necromancy,,"fear, mind-affecting, emotion","cleric/oracle 6, sorcerer/wizard 6, witch 6, occultist 4",6,6,6,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,6,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Symbol of Insanity,Enchantment,compulsion,mind-affecting,"cleric/oracle 8, sorcerer/wizard 8, witch 8, occultist 6",8,8,8,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Symbol of Pain,Necromancy,,"evil, pain","cleric/oracle 5, sorcerer/wizard 5, witch 5, occultist 4, mesmerist 5",5,5,5,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,4,NULL,NULL,NULL,NULL,5,"Torture (5), Kyton (5)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Symbol of Persuasion,Enchantment,charm,mind-affecting,"cleric/oracle 6, sorcerer/wizard 6, witch 6, occultist 4, mesmerist 6",6,6,6,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,4,NULL,NULL,NULL,NULL,6,"Revolution (6), Tyranny (7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Symbol of Sleep,Enchantment,compulsion,mind-affecting,"cleric/oracle 5, sorcerer/wizard 5, witch 5, occultist 4, mesmerist 5",5,5,5,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,4,NULL,NULL,NULL,NULL,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Symbol of Stunning,Enchantment,compulsion,mind-affecting,"cleric/oracle 7, sorcerer/wizard 7, witch 7, occultist 5",7,7,7,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Symbol Of Weakness,Necromancy,,,"cleric/oracle 7, sorcerer/wizard 7, witch 7, occultist 5",7,7,7,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sympathetic Vibration,Evocation,,sonic,bard 6,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sympathy,Enchantment,compulsion,"mind-affecting, emotion","druid 9, sorcerer/wizard 8, summoner/unchained summoner 6, witch 8, occultist 6, psychic 8",8,8,NULL,9,NULL,NULL,NULL,NULL,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,6,NULL,NULL,NULL,NULL,8,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Telekinesis,Transmutation,,,"sorcerer/wizard 5, magus 5, occultist 5, psychic 4, spiritualist 5",5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,4,NULL,NULL,5,5,NULL,NULL,NULL,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telekinetic Sphere,Evocation,,force,"sorcerer/wizard 8, psychic 7",8,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Telepathic Bond,Divination,,,"sorcerer/wizard 5, witch 5, inquisitor 5, psychic 4, mesmerist 4, spiritualist 5, medium 4",5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,5,NULL,NULL,NULL,NULL,NULL,NULL,4,4,4,NULL,5,NULL,NULL,NULL,5,"Community (5), Language (5), Thought (5), Friendship (5), Aeon (5)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teleport,Conjuration,teleportation,,"sorcerer/wizard 5, summoner 4, witch 5, magus 5, occultist 5, psychic 5, spiritualist 5, unchained summoner 5, medium 4",5,5,NULL,NULL,NULL,NULL,NULL,NULL,4,5,NULL,NULL,NULL,5,NULL,NULL,NULL,5,4,NULL,5,5,NULL,NULL,NULL,5,Travel (5),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Teleport, Greater",Conjuration,teleportation,,"sorcerer/wizard 7, summoner 5, witch 7, psychic 7, unchained summoner 6",7,7,NULL,NULL,NULL,NULL,NULL,NULL,5,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,Travel (7),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teleport Object,Conjuration,teleportation,,"sorcerer/wizard 7, witch 7, psychic 7",7,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teleportation Circle,Conjuration,teleportation,,"sorcerer/wizard 9, summoner/unchained summoner 6, witch 9, psychic 9",9,9,NULL,NULL,NULL,NULL,NULL,NULL,6,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,Rune (9),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temporal Stasis,Transmutation,,,"sorcerer/wizard 8, psychic 8",8,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Stop,Transmutation,,,"sorcerer/wizard 9, psychic 9",9,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,Trickery (9),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiny Hut,Evocation,,force,"bard 3, sorcerer/wizard 3, occultist 3",3,3,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tongues,Divination,,,"bard 2, cleric/oracle 4, sorcerer/wizard 3, alchemist 3, summoner/unchained summoner 3, witch 3, inquisitor 2, shaman 4, psychic 3, mesmerist 2, spiritualist 3, medium 2",3,3,4,NULL,NULL,2,NULL,3,3,3,2,4,NULL,NULL,3,NULL,4,3,2,2,NULL,3,NULL,NULL,NULL,3,"Agathion (3), Language (3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Touch of Fatigue,Necromancy,,,"sorcerer/wizard 0, witch 0, shaman 0, occultist 0, mesmerist 0",0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Touch of Idiocy,Enchantment,compulsion,mind-affecting,"sorcerer/wizard 2, witch 2, bloodrager 2, psychic 2, mesmerist 2, spiritualist 2, medium 2",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,2,NULL,2,2,2,NULL,2,NULL,NULL,NULL,2,"Lust (2), Madness (2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Transformation,Transmutation,,,"sorcerer/wizard 6, alchemist 6, witch 6, magus 6, occultist 6, psychic 6, spiritualist 6",6,6,NULL,NULL,NULL,NULL,NULL,6,NULL,6,NULL,NULL,NULL,6,NULL,NULL,NULL,6,NULL,NULL,6,6,NULL,NULL,NULL,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transmute Metal to Wood,Transmutation,,,druid 7,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transmute Mud to Rock,Transmutation,,earth,"druid 5, sorcerer/wizard 5, occultist 5",5,5,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,5,5,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transmute Rock to Mud,Transmutation,,earth,"druid 5, sorcerer/wizard 5, occultist 5",5,5,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,5,5,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transport via Plants,Conjuration,teleportation,,"druid 6, shaman 7",NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trap the Soul,Conjuration,summoning,,"sorcerer/wizard 8, witch 8, psychic 8",8,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,"Souls (9), Psychopomp (8)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tree Shape,Transmutation,,,"druid 2, ranger 3, shaman 2",NULL,NULL,NULL,2,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tree Stride,Conjuration,teleportation,,"druid 5, ranger 4",NULL,NULL,NULL,5,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
True Resurrection,Conjuration,healing,,cleric/oracle 9,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,Resurrection (9),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
True Seeing,Divination,,,"cleric/oracle 5, druid 7, sorcerer/wizard 6, alchemist 6, summoner 5, witch 6, inquisitor 5, magus 6, shaman 5, occultist 5, psychic 5, mesmerist 6, spiritualist 6, unchained summoner 6, medium 4",6,6,5,7,NULL,NULL,NULL,6,5,6,5,5,NULL,6,5,NULL,5,5,4,6,5,6,NULL,NULL,NULL,6,"Knowledge (5), Revelation (5)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
True Strike,Divination,,,"sorcerer/wizard 1, alchemist 1, inquisitor 1, magus 1, bloodrager 1, psychic 1, medium 1",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,"Destruction (1), Luck (1), Fist (1)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Undeath to Death,Necromancy,,,"cleric/oracle 6, sorcerer/wizard 6, inquisitor 6, spiritualist 6",6,6,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,6,"Glory (6), Repose (6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Undetectable Alignment,Abjuration,,,"bard 1, cleric/oracle 2, paladin 2, alchemist 2, inquisitor 2, antipaladin 2, psychic 2, mesmerist 1",NULL,NULL,2,NULL,NULL,1,2,2,NULL,NULL,2,2,2,NULL,NULL,NULL,NULL,2,NULL,1,NULL,NULL,NULL,NULL,NULL,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unhallow,Evocation,,evil,"cleric/oracle 5, druid 5, inquisitor 5",NULL,NULL,5,5,NULL,NULL,NULL,NULL,NULL,NULL,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,5,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Unholy Aura,Abjuration,,evil,cleric/oracle 8,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,Evil (8),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Unholy Blight,Evocation,,evil,"cleric/oracle 4, inquisitor 4",NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,Evil (4),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Unseen Servant,Conjuration,creation,,"bard 1, sorcerer/wizard 1, summoner/unchained summoner 1, witch 1, magus 1, occultist 1, psychic 1, mesmerist 1, spiritualist 1, medium 1",1,1,NULL,NULL,NULL,1,NULL,NULL,1,1,NULL,NULL,NULL,1,NULL,NULL,NULL,1,1,1,1,1,NULL,NULL,NULL,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vampiric Touch,Necromancy,,,"sorcerer/wizard 3, witch 3, antipaladin 3, magus 3, bloodrager 3, psychic 3, mesmerist 3, spiritualist 3, medium 3",3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,3,3,NULL,3,NULL,3,3,3,NULL,3,NULL,NULL,NULL,3,"Blood (3), Daemon (3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veil,Illusion,glamer,,"bard 6, sorcerer/wizard 6, psychic 6, mesmerist 6",6,6,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,6,NULL,NULL,NULL,NULL,NULL,6,Ambush (6),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ventriloquism,Illusion,figment,,"bard 1, sorcerer/wizard 1, summoner/unchained summoner 1, psychic 1, mesmerist 1, spiritualist 1, medium 1",1,1,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,1,NULL,NULL,NULL,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virtue,Transmutation,,,"cleric/oracle 0, druid 0, paladin 1, inquisitor 0, shaman 0, psychic 0, spiritualist 0, medium 0",NULL,NULL,0,0,NULL,NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,0,NULL,NULL,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vision,Divination,,,"sorcerer/wizard 7, witch 7, shaman 7, psychic 7",7,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,7,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wail of the Banshee,Necromancy,,"death, sonic","sorcerer/wizard 9, witch 9, shaman 9, psychic 9",9,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,9,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,"Death (9), Repose (9)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Wall Of Fire,Evocation,,fire,"druid 5, sorcerer/wizard 4, summoner 3, magus 4, bloodrager 4, shaman 5, occultist 4, unchained summoner 4",4,4,NULL,5,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,4,4,4,5,NULL,NULL,NULL,4,NULL,NULL,NULL,5,4,Fire (4),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wall Of Force,Evocation,,force,"sorcerer/wizard 5, magus 5, occultist 5, psychic 5",5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,5,NULL,NULL,5,NULL,NULL,NULL,NULL,5,Isolation (6),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Wall Of Ice,Evocation,,cold,"sorcerer/wizard 4, summoner 3, magus 4, bloodrager 4, occultist 4, unchained summoner 4",4,4,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,4,NULL,4,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,4,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
